Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,label_multiclass,label_binary
-0.8418182,-0.6875755,0.49250844,-0.32978114,-0.66882944,-0.2387651,-0.42151865,0.2106207,-0.29165927,0.68405473,-0.7691227,-0.3846592,-0.49617937,-0.64109236,0.45487288,0.05073528,0.32165322,0.69638836,-0.7736126,0.579174,0.17494015,0.380062,-0.28411746,-0.42768806,-0.20952643,0.40214056,0.21766414,0.028757479,-0.5259881,0.52923644,0.48879758,-0.6859774,-0.12730314,-0.16773231,0.71251404,0.04805683,-0.5430741,-0.77013326,-0.6342447,-0.7677588,-0.38608983,0.2331426,0.16265307,-0.3635456,0.29837364,-0.23064269,-0.48743382,0.16812022,-0.693341,0.22848709,-0.053218715,-0.3252769,-0.46376377,-0.2429442,0.2727859,0.38343707,0.1709086,-0.22140825,0.5324007,0.3829393,0.6043796,0.56655866,0.7107405,-0.026097838,0.27813178,0.30946955,7,1
-0.8200407,-0.08953601,0.2217052,0.0773196,-0.49340016,-0.7283186,-0.05864984,0.43725044,0.087334976,0.58104676,0.18687068,-0.6506947,0.61259425,-0.3989168,-0.4227915,0.75680673,0.4469729,0.0039806454,-0.39865154,0.6829641,0.20881173,-0.35064042,0.305005,-0.3713214,0.39598793,0.0847338,-0.021134432,0.1726521,-0.4292721,0.5199794,-0.2407437,-0.7908341,-0.3525557,0.021793975,0.7912068,0.09017059,-0.17901713,-0.0871919,0.52858156,-0.22338003,-0.14253464,0.41276926,0.47264898,0.07029196,0.020857647,0.318944,-0.28745228,-0.09602567,-0.24910352,0.36274338,-0.23471418,0.06933806,-0.49617603,-0.25845632,-0.507395,-0.62182206,0.39012688,-0.6543344,0.7926674,0.8230313,0.75445074,0.14531425,-0.19236726,-0.30096862,0.5259029,0.12041722,2,1
-0.9011839,-0.6167327,0.70361483,0.33391982,-0.6224959,-0.3421009,-0.67697036,0.06583818,0.39339304,0.5423408,0.17751253,-0.4080654,0.75862586,0.45860827,-0.07947032,-0.034550067,-0.055202894,0.23446877,-0.7316203,0.5993717,-0.16943641,-0.046945855,0.422981,-0.68620056,0.4784866,-0.31845453,-0.12184077,0.2954687,-0.6611798,-0.24583852,0.074700825,-0.60242945,-0.58160645,0.098644,0.52115196,-0.020980185,0.58549845,0.4305848,0.57821786,0.315916,-0.3117435,0.32575533,0.48310068,0.3895666,0.25254992,0.28684095,0.086731546,0.19535415,0.7876089,0.3791291,-0.34619153,-0.18779306,-0.06683482,0.23846063,-0.8610676,-0.6461591,0.4255538,-0.849851,0.6075989,0.6052258,0.61960644,0.81387925,0.22107849,-0.41555065,-0.07663428,0.098935224,2,1
-0.8297348,-0.77777296,0.7105978,-0.063659705,-0.39448968,-0.58412737,-0.5216586,-0.1338502,-0.33426967,0.34203604,-0.778353,-0.5049063,-0.5343684,-0.5378568,0.48782748,0.14717172,-0.34506422,-0.09122321,-0.5465818,0.0949173,0.003928105,0.15494406,-0.50936615,-0.79033744,-0.017382775,-0.041540544,0.19867943,-0.37097466,-0.112048075,0.23343183,0.24644065,-0.48467755,-0.5711038,0.014925117,0.6474009,-0.15190722,-0.10615537,-0.71519446,-0.50366664,-0.55522233,-0.53809965,0.6063901,0.43428093,-0.35270998,0.3660426,-0.24056086,-0.4636602,0.1944716,-0.4488062,0.26886097,-0.20664689,-0.19033243,-0.7151309,0.0212065,-0.15744367,0.4578425,-0.048659235,0.25737673,0.4565384,-0.10923114,0.7355074,0.111778766,0.58779156,0.1809449,0.24109432,0.06153738,7,1
-0.4812928,0.29330504,0.6291531,0.69319785,-0.38117024,-0.13512985,0.22497277,-0.08050467,0.74607176,0.72848564,0.42832088,0.06577839,0.7142278,0.299949,-0.04430869,0.55695444,0.73784965,0.6500132,0.43365878,0.4002142,0.8442148,-0.068610676,0.8003971,0.37474814,0.3177624,0.4413384,0.27693993,0.7783741,0.3946892,0.7275364,-0.5202287,-0.38486472,0.21267197,0.19701625,0.43594855,-0.117763646,0.52242994,0.58167464,0.86678815,0.08339868,0.7480474,-0.23707198,0.2828914,-0.03139087,0.035756804,-0.24588063,0.62227714,0.46664432,0.5618933,-0.25853688,-0.20446713,0.53550524,-0.09287673,-0.15980321,-0.6913406,-0.65376496,0.24838093,-0.9127796,0.35709223,-0.3471762,0.62729985,0.59846663,0.91264105,-0.085203096,0.90210366,0.88636416,4,1
-0.89556086,-0.1732241,0.011813236,-0.4080532,-0.41179985,-0.39349133,-0.0704381,0.32159382,-0.64611655,0.18419918,-0.36733872,0.17988506,0.04826006,-0.45960146,-0.25389367,0.7519167,0.52294695,0.31364447,-0.57070184,0.7111639,-0.00817978,0.0731707,0.2880258,-0.55696297,-0.4919372,-0.32946357,-0.53275734,-0.33410862,-0.67638296,0.4111716,0.32987487,-0.2773161,-0.069788404,0.066258535,0.5151272,-0.16636479,-0.6189843,0.14618993,-0.1477473,-0.35136652,-0.32698026,0.2844927,0.52824205,-0.42587125,0.38996175,-0.68858707,-0.5022081,0.34933543,0.38384068,0.033126596,0.26914403,-0.47507071,-0.63024974,0.3262855,0.001511364,0.8271706,0.19723897,0.095332995,0.6527044,-0.14723226,0.11762137,0.7574084,0.2557255,-0.24467245,0.027705967,-0.1317403,14,1
-0.8959119,-0.48695254,0.45850933,-0.4887526,-0.2946687,-0.3959801,-0.28085166,0.6255846,-0.6276142,0.10813055,-0.8015965,-0.12460045,-0.4782072,-0.6348617,0.20891671,0.25282302,0.3861914,-0.15166855,-0.79491603,0.3569814,0.19047631,-0.016973475,-0.41008192,-0.61703026,-0.37832218,-0.49628997,-0.5223399,-0.49021098,-0.8523081,-0.036373567,0.06540638,-0.6127345,-0.43292072,-0.18096246,0.7923065,-0.36753926,-0.6374407,-0.19258669,-0.4994975,-0.3678865,-0.60446733,0.65997475,0.5612695,-0.0036799593,0.17363147,0.07500304,-0.67626387,0.26671937,-0.29523748,0.36353984,0.21961202,-0.32394478,-0.62599254,0.5969935,-0.41568005,0.7504179,0.016577112,0.0082620885,0.72348094,-0.13860635,0.49979967,0.68952,-0.16015312,0.2530865,-0.40482932,-0.28328037,5,1
-0.7394075,-0.061154336,0.590191,0.6697499,-0.18603353,-0.5138514,-0.34993446,-0.17425461,0.49966797,0.7784816,0.76315737,-0.054449476,0.7405732,0.7352436,-0.33657715,0.42699113,0.2690819,0.34149104,-0.28927073,0.79667354,0.062370297,0.22792014,0.6851654,-0.54424876,0.5087242,-0.14767596,0.36721528,0.8007062,-0.25893223,0.29806396,-0.22380474,-0.69369376,-0.32698473,-0.012573254,0.71172965,-0.29019374,0.24791366,0.46803775,0.91364086,0.26397467,0.059230182,-0.24183059,0.5597267,-0.064096555,0.20580411,0.22803752,0.32056952,0.44058782,0.63935,-0.31166947,0.026887506,-0.17556311,-0.09762654,-0.050657988,-0.8882261,-0.7680861,0.56403893,-0.8686465,0.70988464,0.35264367,0.6799779,0.84131056,0.32684,-0.007663696,0.6518873,0.68768525,2,1
-0.8288907,-0.22953834,0.7503203,0.32082155,-0.28171384,-0.8608485,-0.6207742,0.66981167,0.05078292,0.65850556,-0.48274195,-0.2411612,-0.35072258,-0.47312233,0.08864275,0.2977777,-0.045321256,0.29833964,0.037452538,0.4420718,-0.08641384,0.27028826,-0.035865825,-0.7292659,0.2540388,0.47465366,0.4117264,0.08787175,0.23391761,0.47974235,0.61121666,-0.83140725,-0.49680686,0.13805538,0.7968009,-0.4374443,-0.5440738,-0.5480776,0.16277315,-0.45147565,0.025336072,0.57709706,0.30680385,0.26248622,0.13325249,0.48831433,0.10055686,0.59041435,-0.6946712,-0.16081114,0.22721107,0.01589236,-0.7174389,0.13461736,-0.49356973,-0.20532209,0.65160376,-0.16763563,0.73641616,0.14632283,0.65140826,0.60492224,0.41023666,-0.020184249,0.7230736,0.21695758,10,1
-0.7855613,-0.5243266,0.20435005,0.12546346,-0.24430712,-0.78406763,-0.61119545,0.02799313,-0.21323982,0.7600222,-0.5389207,-0.6892457,-0.5833132,-0.47535002,-0.33762693,0.32365996,0.11310962,0.1086051,-0.6379217,0.24810228,-0.4059243,-0.058084715,0.007916747,-0.4958866,-0.6171529,-0.08925339,-0.17337115,-0.2652522,-0.38847905,0.5880674,0.49447715,-0.8845662,-0.71477485,-0.4068364,0.69546485,-0.09175558,-0.5840403,-0.57264894,-0.46086168,-0.45228055,-0.73815596,0.7180781,0.3527615,0.45533937,0.5009602,0.4519458,-0.56575334,0.22731547,-0.888412,0.6818103,-0.043922067,-0.6027888,-0.58097,-0.42316443,-0.026053134,0.014163501,0.51376456,-0.19260228,0.6005775,0.5068688,0.16434932,0.44328463,0.06286554,-0.008358418,0.26470444,0.26580614,10,1
-0.9066477,-0.6057923,0.32116523,-0.29194203,-0.38467354,-0.64108396,-0.61613256,0.36440396,-0.3439045,0.51278347,-0.22781923,-0.3102776,-0.027210625,-0.4713886,0.106807366,0.472475,-0.046612047,-0.6014449,-0.6186509,0.26615772,-0.25208354,-0.08757173,-0.18358868,-0.7221364,-0.206322,-0.5965121,-0.5647623,-0.07918613,-0.7263454,0.05096873,-0.02680798,-0.7060325,-0.5977456,0.0924302,0.6009219,-0.5246748,-0.23676974,-0.54651576,-0.53896856,-0.34647268,-0.8682746,0.52256835,0.6159737,0.022631312,0.71036226,-0.18349823,-0.28788567,0.3827444,-0.26534474,-0.05468941,-0.045417544,-0.76222795,-0.5325147,0.3067759,0.040811863,0.3234223,-0.26556244,-0.0677486,0.5858054,0.5613509,0.003237996,0.34376875,-0.55282545,0.008211264,0.11008447,-0.20561565,13,1
-0.6632225,-0.4369272,-0.035747487,-0.37810707,0.13277024,-0.7312793,-0.7827806,0.39501718,-0.04213519,0.39007568,-0.41260406,-0.77418125,-0.35319448,-0.79753965,-0.30320296,0.48779792,-0.2667729,0.02721926,-0.21820602,0.5466684,-0.37013763,0.34595644,-0.57203573,-0.63858366,-0.4024763,0.020557726,-0.35113984,0.12021404,-0.6259333,0.4942773,0.4811744,-0.93012196,-0.6293067,0.030427895,0.79350644,-0.4128967,-0.7509916,-0.6224064,-0.07730417,-0.7490363,-0.5100242,0.4903456,0.6326035,0.12627727,-0.1408605,-0.03829873,-0.66861445,-0.25447872,-0.7370806,0.3632804,0.23269214,-0.34088758,-0.91602546,-0.43610647,-0.1104889,-0.40595916,-0.09791581,-0.29118592,0.7600246,0.3306478,0.6450496,0.48414126,0.1093553,0.028138349,0.2604577,-0.09090777,10,1
-0.78476316,-0.60356075,0.25294015,-0.07802428,-0.39254537,-0.81481445,-0.54927224,0.08216999,-0.08378198,0.68123597,-0.15073588,-0.3814629,-0.40959737,-0.44349152,0.025515523,0.3889648,0.06734497,0.1620843,-0.36890778,0.72623795,-0.39132047,0.029844955,-0.4930428,-0.58943367,-0.474921,0.6301507,-0.12544033,0.1607403,-0.2821471,0.6699017,-0.028762124,-0.7401409,-0.71998733,-0.47631577,0.8055533,0.024863929,-0.21882659,-0.41847643,-0.0405365,-0.4151133,-0.14688262,0.47960076,0.74146277,-0.25464743,0.31947467,0.13563111,-0.4460069,0.14655223,-0.47309643,0.33822858,0.5023612,-0.0028682868,-0.64528936,-0.70638275,-0.09214456,-0.46116912,0.5777013,-0.59327656,0.3908366,0.15072185,0.30864504,0.6456435,0.2325064,-0.07054626,0.4998609,-0.055442262,10,1
-0.91227186,-0.27516186,0.1665471,-0.051289182,-0.26573497,-0.44056,0.07183841,0.08175633,-0.70482796,0.13407506,0.040263154,-0.15358572,-0.28503737,0.077679835,-0.14456035,0.49480578,0.5760257,0.13330163,-0.52644134,0.11842931,-0.07892005,0.4595587,0.39338034,-0.43748692,-0.23722264,0.13080952,-0.59852093,-0.17488138,-0.74004555,-0.06658071,-0.3442602,-0.38542324,-0.31927752,0.13721591,0.61107486,-0.004785293,-0.44588548,0.41269803,-0.13230532,-0.10391984,-0.717025,0.62248224,0.68793285,-0.31873187,0.35193145,-0.90346706,0.35654923,-0.08200271,0.5700288,0.4028239,0.39361724,-0.6563799,-0.64270914,0.2804429,0.4018696,0.8887472,0.008027709,-0.24195835,0.4848972,-0.087448545,0.079519145,0.5473734,0.059985105,0.018681811,0.19832705,0.3815089,14,1
-0.83075905,-0.1588723,0.37274513,0.53741074,0.23830274,-0.79015154,-0.35002816,0.43852273,0.58922815,0.90193015,-0.27724573,-0.6901448,-0.40358466,-0.5284789,-0.096890844,0.6634196,0.32984042,0.8412947,0.51794976,0.76878935,0.62224203,0.55154824,0.25047514,-0.19641517,-0.16883802,0.8910964,0.407116,0.53002787,0.6292324,0.8553658,0.048681267,-0.6466273,-0.31216955,-0.030462932,0.7403594,0.50481224,0.34193793,0.4821021,-0.2936266,-0.44545522,0.6400684,-0.016937692,0.34467244,0.10051147,-0.1978797,-0.2230771,0.29803127,0.56231874,-0.14181985,0.5763137,0.16223791,0.65195334,0.4194563,-0.28516933,-0.77341074,-0.6417384,0.6876055,-0.7497243,0.5611926,0.036322426,0.800263,0.4105787,0.81209123,-0.26073045,0.91790235,0.5932293,9,1
-0.3692803,-0.27419344,0.6712952,-0.11329185,-0.6639412,-0.47310206,-0.61794704,0.10037637,-0.04169498,0.5354109,-0.7898228,-0.29564393,-0.22582011,-0.67141616,-0.14695972,0.28384018,0.0052448814,0.81731415,-0.28076443,0.4201325,0.17387043,0.35568276,0.19460683,-0.77901125,0.017443884,0.6210738,0.56839836,0.49819294,-0.24747592,0.87881196,-0.23711084,-0.7561756,-0.7416242,-0.08964062,0.51388216,-0.2971028,0.12796175,-0.29341853,-0.18489246,-0.61001724,0.33327675,0.05829149,0.50153077,0.26248133,0.16873266,0.16431855,-0.099337645,0.65939236,-0.58545774,-0.05965416,0.1657776,0.48596925,-0.5607441,-0.1942473,-0.46765238,-0.007895147,0.6432756,-0.415771,0.7775994,-0.047538184,0.7939216,0.5639077,0.7756945,0.08909399,0.710633,-0.19554576,6,1
-0.7131953,-0.6640288,0.62289214,-0.37162486,-0.6635309,-0.21829025,-0.6732589,-0.07007058,-0.3669355,0.3854502,-0.75160956,-0.20998837,-0.13883403,-0.3652768,0.0919075,-0.18757524,0.18142624,0.4717468,-0.081990086,0.24466376,-0.16002381,0.19984311,-0.4491549,-0.2627882,-0.23074277,0.42014363,0.31609648,-0.14073543,-0.165532,0.1751196,0.20955361,-0.64758813,-0.47515222,-0.26729724,0.33880854,-0.07555351,-0.28259918,-0.72945577,-0.2697986,-0.5265592,0.03763405,0.26384893,0.20193045,-0.11159949,-0.023175932,0.22218567,-0.4975028,0.3869679,-0.30836695,0.30440506,-0.041543953,0.23542465,-0.68062586,-0.5296955,-0.41008434,0.47639516,0.4387868,-0.5268325,0.3706908,-0.20539056,0.72244275,0.5376903,0.54271185,-0.01603165,-0.18826644,-0.21670651,7,1
-0.83057994,0.10017996,0.6922798,0.54048234,-0.39365375,-0.27794647,-0.30622762,-0.067103066,0.38195056,0.79239327,0.75588167,-0.30596995,0.48249766,0.5592238,0.0806917,0.25535503,0.38463995,0.37304804,-0.28227788,0.7378956,0.20611472,0.42954198,0.43246657,-0.6902313,0.42631724,0.36118662,0.45741102,0.7562927,-0.21991229,0.45466384,-0.42101735,-0.6729422,-0.5187643,-0.13765796,0.6751679,-0.11398452,0.24268709,0.4961896,0.5949172,0.2027389,0.28603202,-0.0036669804,0.73159295,0.030939655,0.029189339,0.22000846,0.6109885,0.27468342,0.5895202,0.030286985,-0.25353342,0.08850986,0.33371708,-0.17198578,-0.8991145,-0.8995592,0.7357888,-0.87670356,0.5678545,0.2829183,0.7182955,0.6923917,0.3044098,-0.35415158,0.6170138,0.70031494,2,1
-0.9372464,-0.23764966,0.1750054,-0.46841657,-0.44208595,-0.34140262,-0.43273985,0.4241272,-0.7902729,0.7697299,-0.6704896,-0.39911592,-0.4597082,-0.25211754,-0.12974793,0.35457093,0.23397231,-0.32508862,-0.44233817,0.20981315,-0.36139718,0.3478564,-0.05159389,-0.6174065,-0.26860294,-0.71038663,-0.872681,-0.4007918,-0.81440824,-0.29879284,0.26283914,-0.41698286,-0.52665687,-0.24859601,0.42111772,-0.08221559,-0.31545287,-0.3469972,-0.24056709,-0.09666232,-0.68688184,0.18689592,0.112942785,-0.347388,0.6497906,-0.52909654,-0.1365429,-0.17319207,-0.03182826,0.524314,-0.0655591,-0.4892342,-0.54688495,0.35628942,0.5455288,0.70672846,-0.3613351,-0.037394155,0.3008192,0.17280696,0.44484517,0.21652812,-0.16565925,0.19397388,-0.17893381,-0.07031005,11,1
